c1, c2, c3, c4, c5, c6, c7, c8, c9, c10, c11, c12, c13, c14, c15, c16, c17, c18, c19, c20, c21, c22, c23, c24, c25, c26, c27, c28, c29, c30, c31, c32, c33, c34, c35, c36, c37, c38, c39, c40
0.995204984774389,0.992233900893954,0.988659842124429,0.983820475446216,0.971503461256978,0.964363043839743,0.945938000040506,0.909295642020765,0.89308906093122,0.886417389748389,0.872843312228068,0.861872575372678,0.858745353595602,0.853650596344542,0.781427808774613,0.774882973058084,0.763287297584639,0.752952424463536,0.752459825847439,0.731754470461009,0.519683921847013,0.50784152249846,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.995671271771972,0.994216398298346,0.98676540815515,0.983622769810085,0.983314607683187,0.974379585225839,0.970539256401842,0.89447067937209,0.894154629822592,0.891732344597558,0.888201777457929,0.88616277928992,0.882685843212706,0.877258401415611,0.794799353250337,0.787025286414683,0.773242514459635,0.773150116694325,0.764692859469118,0.738397806919219,0.505265854623459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.995711902629425,0.97909051485625,0.976010443545289,0.967837355659981,0.967645813425629,0.965787720554591,0.954386339619991,0.880528763224263,0.880069891343949,0.876352326102121,0.875889380642283,0.869254664776128,0.862075008817605,0.861057151370848,0.79912206768008,0.793612655852816,0.783866651613919,0.765384411493269,0.752640343122038,0.736263359261267,0.715384698012722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.995667150169963,0.973082403355226,0.968359194164872,0.960988653387368,0.955747518332739,0.955576726121496,0.944962131444057,0.888821895308839,0.870852827735678,0.869148373789307,0.863131238542105,0.861347028508519,0.858760985400524,0.849230279629682,0.755148003512951,0.751605403555178,0.751166929317618,0.74564078601797,0.744859648684901,0.718521076844786,0.698547616777135,0.648419297683168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.995351345492315,0.994453102474103,0.983855648021105,0.983315291487739,0.96968559993169,0.952162699953764,0.94310199946782,0.884791569063873,0.875428356092292,0.871738192951575,0.869346905768738,0.865470859217882,0.863714469027647,0.842882553849158,0.814214828364599,0.801934502293564,0.779868740790903,0.778436769117301,0.773180309415615,0.742258748874653,0.713986142598249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.995117641123745,0.993796331944384,0.989399491929168,0.984581143572483,0.982837581370891,0.979960440700502,0.972618858985146,0.945872511909947,0.901102283361529,0.886902288537395,0.883295857844877,0.870894985078051,0.86648034667457,0.842412326927192,0.78359821806986,0.768331597543393,0.763988897501861,0.759148174924416,0.737401972089529,0.727479533064047,0.727156029841585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.99541685639042,0.98208807695327,0.973887531388793,0.971434897399972,0.96676400908542,0.955788106551103,0.894259492155153,0.893871230214693,0.882505805461112,0.879991337774824,0.87772856383927,0.869415550142214,0.860370334369381,0.848341773508202,0.75702426067895,0.746556109972291,0.729249129474857,0.728099531737436,0.727808058330909,0.726978177488254,0.714946967648348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.966997642789085,0.966538058509939,0.966200659170242,0.964508274105981,0.953544648221871,0.951457927937163,0.921725955977541,0.921203072464475,0.911189350341841,0.901571408183901,0.900097600325976,0.895019758474461,0.894638156062802,0.878640481043958,0.855342090065761,0.813474473644827,0.799082899255212,0.788879436162511,0.779968698269174,0.773808501321206,0.769651383875383,0.738996065338289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.995695252848777,0.970366468580582,0.968389550372144,0.965835114987315,0.953402895626142,0.948039717437334,0.893216562741388,0.877528089093092,0.875173892831138,0.864530240301737,0.849653035259862,0.827057889851929,0.812146194708474,0.808038605373674,0.800735199907487,0.78291217002063,0.771846360590085,0.752756209679125,0.748408471609213,0.709899431126861,0.684748541429324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.991856011713678,0.982828856993795,0.981948966590719,0.977562952585288,0.964563352170987,0.961253718538688,0.940674265158366,0.939720095091353,0.879525727632465,0.877014197625124,0.855774605742224,0.851271570565246,0.836524492168373,0.82984675970031,0.768045479580234,0.766982274493812,0.7654880997584,0.756321367044631,0.756020820183946,0.75269820096727,0.734289118382553,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
