c1, c2, c3, c4, c5, c6, c7, c8, c9, c10, c11, c12, c13, c14, c15, c16, c17, c18, c19, c20, c21, c22, c23, c24, c25, c26, c27, c28, c29, c30, c31, c32, c33, c34, c35, c36, c37, c38, c39, c40, c41, c42, c43, c44, c45, c46, c47, c48, c49, c50, c51, c52, c53, c54, c55, c56, c57, c58, c59, c60, c61
0.985557243194742,0.982454306093871,0.978623883845432,0.974090937412135,0.961763986038072,0.954993178101159,0.936597167987728,0.898806511254756,0.883618770334653,0.876164721905989,0.862325579773961,0.851406483528357,0.848576686911929,0.843211223017458,0.77145801108128,0.764659744668843,0.752037059559261,0.741511254783657,0.741396987375606,0.720389621901527,0.582105323665184,0.561637835682807,0.549394325169012,0.529858612344316,0.525312062855418,0.519858117414318,0.49707332560747,0.4901982059893,0.486999327418507,0.452773841655497,0.451646680426821,0.444919967670802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.986437303203518,0.984584379391417,0.977440645380474,0.97381681561068,0.97360714351032,0.964931653709211,0.961119773973413,0.884374997999877,0.884040964510983,0.881917530706472,0.877533403402056,0.875490253603477,0.872440978770368,0.86718406724338,0.783350738515547,0.776236040833586,0.762366245214574,0.762352297434828,0.754017884118832,0.727399111595316,0.585578955552279,0.547328603539258,0.532461103802404,0.521031213762472,0.507028464725222,0.506545754137512,0.493794563787892,0.484368390745414,0.481751762953575,0.473741484588152,0.469686816550521,0.453875274640043,0.363991794775973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.986742246054223,0.969487348704292,0.966353084833092,0.958482502113552,0.958470489698635,0.956479256941457,0.944982635444457,0.87040250359242,0.869778746688765,0.86668855313387,0.865860107433204,0.859239753174543,0.852159845277552,0.851432191739923,0.788409836594135,0.782662094212229,0.773205486124687,0.754892414539128,0.741885875715198,0.725291851840481,0.704358402626487,0.564252740622732,0.535385296746147,0.11296808487867,0.0951317622073125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.986524548941599,0.964081756641674,0.959162379500377,0.952113411071925,0.946871478788491,0.946703408013272,0.936404234241032,0.87890937400149,0.861120356366954,0.859079910027066,0.853992112795032,0.851913403653033,0.849200905449165,0.839835822258557,0.745873981579347,0.741021040215257,0.740418027101808,0.734849078613588,0.73478009785182,0.708128667872785,0.687378460701406,0.641702245949098,0.604561981262531,0.57897469996107,0.569277941219449,0.544662963170654,0.511415777192723,0.50126192469117,0.371137179268396,0.165644060160164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.985966153831137,0.984733896159002,0.974381601334551,0.973781242819677,0.960021906519375,0.943364668302243,0.933754442726464,0.87469915745851,0.864904208565848,0.862101924346556,0.860087517203007,0.855570369607873,0.853094576427177,0.80377224541789,0.792641838011469,0.768760131215253,0.76738185297499,0.763319491781529,0.731570751386924,0.70353077267324,0.603825453818175,0.578676620297613,0.572140752076332,0.544351736202659,0.498106776660485,0.402623846328167,0.152808334369454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.985389036268048,0.984239151960444,0.974979065368264,0.973582434650375,0.970836281341218,0.955692450437608,0.938923105117969,0.936810520925838,0.890751962777091,0.876469937806733,0.872861731731755,0.860446251382785,0.856546488321137,0.832887382397733,0.772489383643117,0.757662623463273,0.753433900111631,0.747342820820353,0.726444025472717,0.716564701228309,0.716048300566699,0.588125472139667,0.576831937249705,0.572252331036896,0.570065130486177,0.549537803911664,0.535416167349941,0.531262161715361,0.524152043717597,0.510924267464234,0.509358289085681,0.498555570669354,0.492838959745033,0.4830082070692,0.462943147001009,0.0338559255982539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.985778117666894,0.972769617026406,0.964611371730759,0.962098613233847,0.957467335351583,0.946798445416973,0.883828561489454,0.883789499285841,0.872477479650344,0.867856209704291,0.859885002581473,0.840690268992585,0.838664520936571,0.745782060018002,0.735167320892746,0.717795190859221,0.717612327325127,0.7173419725559,0.717205363234718,0.704074342082272,0.595262621465237,0.587918501327425,0.573748163221807,0.559043042553257,0.558860466400966,0.542936253267184,0.541827314045907,0.516585338066232,0.510541213197859,0.498618062496527,0.481304087502247,0.461228518844602,0.4453320591998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.957452856596672,0.957201281931185,0.956522382494548,0.954561587645073,0.944013670563518,0.941795940070293,0.91119544773614,0.91034753912251,0.900810782067087,0.890074763716896,0.884588343798835,0.884397737946332,0.831736112719134,0.807838252973309,0.802680643387377,0.787637322950462,0.777472208534888,0.768631903028984,0.762666758313647,0.758539182681891,0.727578041238984,0.611184025046591,0.61016981557294,0.589139312648722,0.56275128482091,0.544200508457426,0.542244448735352,0.520783958945685,0.5081701475771,0.102344734661907,0.0982266302171687,0.0881209106310343,0.0825714266487459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.987114161466129,0.960991643620015,0.959413793060575,0.9559539356073,0.945118845885269,0.939950045056548,0.883080428821067,0.867458644527376,0.865344326877701,0.854940835329651,0.840567906039211,0.81791013560436,0.802051849446085,0.79749559492047,0.790979336205566,0.772935329564404,0.761991418016777,0.743070541291221,0.738771328792937,0.642035384765851,0.60108998590858,0.571847352601405,0.546837845193085,0.538645407819229,0.515785469201193,0.248900621990797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.973609284409446,0.972602733971363,0.962923707155106,0.955682463742327,0.952667335503986,0.948306723257907,0.933878348241783,0.931932682234423,0.931061304619458,0.86963816689624,0.867096105437131,0.846295830888115,0.841670973747551,0.827595630851208,0.820652189434212,0.757517102160512,0.755952151919289,0.754366371302211,0.746588815385474,0.745697231088857,0.742858371345162,0.723220592580267,0.598975140790986,0.581699312329751,0.542867738574552,0.509526720115447,0.507383517659386,0.475901050350554,0.47182344547343,0.46926205509557,0.432675604929038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.98614943395505,0.980447393268319,0.976725044414912,0.970973518391194,0.968173353899135,0.941918665538681,0.912197363305249,0.90110694467073,0.874459361837749,0.869424949946816,0.856977548773978,0.854954993710965,0.846090620982692,0.836729263153095,0.79094712263894,0.771742781224704,0.765699354952511,0.762784242847941,0.746923403157351,0.726936804157244,0.721007660600915,0.583925576524635,0.562205891942163,0.560485912775028,0.549550448468369,0.5391864004206,0.527905476748271,0.51550103021275,0.513667987792347,0.506233276602698,0.490407302168975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
