c1, c2, c3, c4, c5, c6, c7, c8, c9, c10, c11, c12, c13, c14, c15, c16, c17, c18, c19, c20, c21, c22, c23, c24, c25, c26, c27, c28, c29, c30, c31, c32, c33, c34, c35, c36, c37, c38, c39, c40, c41, c42, c43, c44, c45, c46, c47, c48, c49, c50, c51, c52, c53, c54, c55, c56, c57, c58, c59, c60, c61
0.00194285941340903,0.00198015183941588,0.00201644424321934,0.00171604252303549,0.00197586229081942,0.00174374546556579,0.00191258319987145,0.00197043970302136,0.00164959383239246,0.00166374977571665,0.00191354525220047,0.00180321817134552,0.00188725376089574,0.00166721277183762,0.00174980578761929,0.00166082263375955,0.00184393253356727,0.0018624692527814,0.00176393672968782,0.00156873686889503,0.00231186331789973,0.00301661374807944,0.00239201022545101,0.00300290768071386,0.00250024534635786,0.00293794081246884,0.00096980114537081,0.00248987848896965,0.00243789553787113,0.00258848271699466,0.00267811502873724,0.00268796613992337,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00185461448992476,0.00194079505370049,0.00174172156700865,0.00202079744732205,0.00180209024503611,0.0019462858713112,0.00179626367956378,0.00178311578779863,0.00186002237599741,0.00198415524314965,0.0018162567104191,0.00194392916911138,0.00172551416266996,0.00195205591721853,0.00180276011354237,0.0016737341575396,0.00185094595006759,0.00181310838557356,0.00190836861476103,0.00187676338345393,0.00124665364342254,0.0012461617703286,0.00119398391728103,0.00122498429750833,0.00115650001557366,0.00119174783475254,0.00155545900012824,0.00115725286575429,0.00117309101277812,0.00111464091058386,0.00103265836040732,0.0010458679549345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00186452776526747,0.00197324449235671,0.00191541284217297,0.00188641732734175,0.00181756034250133,0.00170494801402122,0.00193837393407827,0.0017354273273357,0.00175695473729421,0.00163469386369114,0.00192639418579605,0.00176312523581297,0.00169982228755344,0.00186463574601912,0.00183394848042598,0.0016888793969208,0.00163121526854979,0.00172174874951637,0.00168243798930091,0.00166950086032269,0.00301575238741494,0.00289821279667398,0.00311869911611686,0.00261232600146759,0.00259804565470306,0.00259440886213762,0.000880436656082048,0.000850683869853287,0.00268211393191317,0.00256432790229357,0.00259138083312678,0.00253727121195288,0.00101892201748172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00191732248282658,0.0019067514840552,0.00186349950723097,0.00201324395565778,0.00197284020317363,0.00198703979053167,0.00180072356158555,0.00197820351597489,0.00197220407081977,0.00195958764480232,0.00192441287444916,0.0020232038484934,0.00198303101973078,0.00187086399790056,0.00190581926164525,0.00184790767620881,0.00191515314799912,0.00192312208961978,0.00189833231970834,0.00173884130444833,0.00124296485759591,0.00121716495843299,0.00122439754231811,0.00109846073643021,0.00111506917274545,0.00118754471802212,0.00177682684928322,0.00156362494980553,0.0010202430133071,0.00113693213826975,0.00111499871054615,0.00114014503244028,0.00243285138979472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00178869740966897,0.00190548843602851,0.00187029231033798,0.00191206421550872,0.00186251739015877,0.00181462660217803,0.00190310417866553,0.0018922106933397,0.00182017691819699,0.0018013541413175,0.00188125456755278,0.00174429613459875,0.00183473322188114,0.00179103888549695,0.001623815131848,0.00181746551171049,0.00178045304125831,0.00168583950329123,0.00178987386145221,0.0017956668581118,0.0016810323055066,0.00245053269267654,0.00234656429835133,0.000652860671635936,0.000612191903682289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00190321915903269,0.00189368541171104,0.00192923643062785,0.00167996481209622,0.00187996221207842,0.00193693641264123,0.0018524345747126,0.00181010558039674,0.00193686203013053,0.00169582347260467,0.00182583822779106,0.00186150035751082,0.00170204097767065,0.00188259079643774,0.00194017409162876,0.00190918156404547,0.00168605186488662,0.00168185744658477,0.0018198026527916,0.00178661196686346,0.00186414502932314,0.00116821381556651,0.00118961789429346,0.000670981518036667,0.000584837340079061,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.001831741881283,0.00178391602881445,0.00186982367053915,0.00182162483158743,0.00187622957362701,0.00164970184753293,0.00167755048301927,0.00174687642860169,0.00161677440256699,0.00187858010363398,0.00172429238984333,0.00155662966718522,0.00178443986073909,0.00175341707944204,0.0014738496864779,0.00166389744538571,0.00157215949665953,0.00158238524749748,0.00154619983524878,0.00170581810846792,0.001591562257009,0.00129802349635452,0.00251753037184693,0.00271177332377525,0.00258146657457216,0.00229870494274661,0.00260322498357733,0.00260724143085218,0.00111732791458096,0.000544169744192444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00191701439483453,0.00192909732027851,0.00180507926567969,0.00172480664178412,0.00179200381750217,0.00186285979373333,0.00184719034192728,0.00189185052235406,0.00191620550883111,0.0017521170038582,0.00186152237250559,0.00183635055004907,0.00171186623418327,0.00186135817976436,0.00158539707403948,0.00168271554317574,0.00189052055308146,0.00178876894581864,0.00163571934134242,0.00181593712901959,0.00180885473686187,0.00129108366276972,0.00105374105969996,0.00124828984879729,0.00125205985166272,0.0012078853184493,0.00111325879097681,0.0011032704446491,0.00239330922673522,0.000437051651713197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00166819073973617,0.00179710201261312,0.00195429544405739,0.00189353923992254,0.00197246754808617,0.00173768651463012,0.00186868505062504,0.0018906893660767,0.00188448061153619,0.0018145220989941,0.00167242977684606,0.00185704063459811,0.00189610866851152,0.00180016174397472,0.00163295927397834,0.00169182998443306,0.00182042227069957,0.00151813674643054,0.00177612927443012,0.00161401890994689,0.00251078385067281,0.00255843609241952,0.00246636164419716,0.00297746600357266,0.00265425400991551,0.000974914559464561,0.000731986870496713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00200261432576746,0.00199242935550552,0.00179584811033737,0.001904541024006,0.00175148661604159,0.0018944319161825,0.00177070595933934,0.00176536403069214,0.00188782741254092,0.00171657320835215,0.00187680452105699,0.00172814927586234,0.00182530991082972,0.00191062703335954,0.00169898933152082,0.0018918234568974,0.00170772329172839,0.00173469328863062,0.00181560573940134,0.00175997804755508,0.00108482816788409,0.00109536214644533,0.00122538375613073,0.00122367533021581,0.00106269390997436,0.00242845199541499,0.000747299736288778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
