c1, c2, c3, c4, c5, c6, c7, c8, c9, c10, c11, c12, c13, c14, c15, c16, c17, c18, c19, c20, c21, c22, c23, c24, c25, c26, c27, c28, c29, c30, c31, c32, c33, c34, c35, c36, c37, c38, c39, c40, c41, c42, c43, c44, c45, c46, c47, c48, c49, c50, c51, c52, c53, c54, c55, c56, c57, c58, c59, c60, c61, c62, c63, c64, c65, c66, c67, c68, c69, c70, c71, c72, c73, c74, c75, c76, c77, c78, c79, c80, c81, c82, c83, c84, c85, c86, c87, c88, c89, c90, c91, c92, c93, c94, c95, c96, c97, c98, c99, c100, c101, c102, c103, c104, c105, c106, c107, c108, c109, c110, c111, c112, c113, c114, c115, c116, c117, c118, c119, c120, c121, c122, c123, c124, c125, c126, c127, c128, c129, c130, c131, c132, c133, c134, c135, c136, c137, c138, c139, c140, c141, c142, c143, c144, c145, c146, c147, c148, c149, c150, c151, c152, c153, c154, c155, c156, c157
0.00168538006527771,0.00175195395526142,0.00176015123832701,0.0014770055696599,0.00174175799374209,0.00149177762665212,0.00169000602743866,0.00171284995112452,0.00138902426750918,0.0013823971498594,0.00164016116952984,0.00150145294816538,0.0016493976489726,0.00145370330002786,0.00151546550155488,0.00143298970517579,0.00158566866492219,0.00149642073231716,0.00161900285009621,0.00131826720346145,0.00336319473502926,0.00245919346956871,0.00323537429377855,0.00352346698068424,0.00330501986800463,0.00348724018297458,0.0031606680956203,0.00219928758096878,0.000675967148189059,0.000724047821254191,0.00281727726770743,0.0033197672378848,0.000703284177379331,0.0026068046972263,0.000811853282108874,0.000917922255981253,0.000484332074078237,0.00260308396380257,0.00261450960663531,0.00241090858109245,0.00206101969468177,0.00204678665771275,0.00266988015918753,0.00211579561705008,0.000922879997152138,0.00094873587291952,0.000915797116496523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00133321165296806,0.00100215226407941,0.00127410506537111,0.00116916790337507,0.00113865071036677,0.00100467649210678,0.00124832957053183,0.00120255088534805,0.000938977476751397,0.00114204538770543,0.00127391098012235,0.0012519957664528,0.00118219379595593,0.000952832363565005,0.00119040143349396,0.000996613682346416,0.00125786080157284,0.00120882406830795,0.00124689236122071,0.000954546275568041,0.00145568369801543,0.00125772111730024,0.00130297824753243,0.00154883399099128,0.00132425123871759,0.00151226152999629,0.00126889124654076,0.00122913423074367,0.000985372817520528,0.000986961897684873,0.0012602630757982,0.00137668795460255,0.000978052011963436,0.00108995093524855,0.00131064614726316,0.00148734327887368,0.000649207520964973,0.00120554844326777,0.00119480935913135,0.00133487826064177,0.00135788607603111,0.00136412417945073,0.000969960184843966,0.00129477999952362,0.00147643020066219,0.00116176766350062,0.00120124943772133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00166525005050229,0.00166118353296115,0.00151377839693365,0.00179810470088159,0.00148132588196893,0.00168919245198011,0.00162957242853153,0.00156677795108284,0.00154430410162714,0.00175591309227078,0.0017067713148574,0.00177205714386655,0.00162292554846955,0.00163814458377511,0.00167493818356598,0.00160109000498996,0.00173772176238501,0.00170111701480472,0.00170935397926543,0.00151965544396822,5.10863269354876e-05,1.66951299865569e-05,5.2746995657708e-06,3.39653649742302e-07,6.4465686699506e-07,1.68704205020976e-07,2.73018349225148e-07,4.67200308348024e-07,0.00168054648720641,0.00160949455167328,1.28453538988222e-07,1.56532180485016e-07,0.00178873804736422,1.65448738450655e-07,0.00194077046130768,0.00238615485918751,0.00141803783229073,0.000878074823099674,0.000892587044462303,0.000763596316743497,0.000743244504951829,0.000746883366070084,0.000995087407691086,0.000690490177674402,0.00241299717099781,0.00251669729742458,0.00256135116335042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00162465880407368,0.00174465423000785,0.00168392033264161,0.00166229234253128,0.00156220912519449,0.00145455943467362,0.00170791474182877,0.0014258586912789,0.00146629741227098,0.00130954744102628,0.00169825230243702,0.00156211231317051,0.00140067073132955,0.00159895596274938,0.00162310340007824,0.00147716875451125,0.00144054529889816,0.00134498258199967,0.00140773578092288,0.00143496073759878,0.00299186368483022,0.00264376244344523,0.00274359427111794,0.00293940232616087,0.000653623173697815,0.00233846242394492,1.07745531184526e-07,1.25278932787604e-07,0.00075792724236481,0.000754478299503427,0.000803198202712577,1.09713920616292e-07,0.00258555915744007,0.000822915070094245,0.00078007674508805,0.000785372155895518,0.00220241229984044,0.00239751665079037,0.00264255191723483,0.00255955840398057,0.00264594660894057,0.000807635071308521,0.000905885519601611,0.000929065539296921,0.000923123968741647,0.000889842964276656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00085048821818383,0.00101707340232693,0.00130967461344764,0.000948005062856931,0.00131228007052542,0.0011983065999782,0.00127265735040774,0.00120303624556244,0.00122916835444648,0.00106352426131824,0.00100183729347905,0.00100098119137069,0.00117011223399688,0.0012731695768717,0.000971084451711757,0.000885214965887685,0.00116371752444833,0.00104950660857618,0.00110410902267554,0.00094035845289814,0.00131833324287835,0.0012571697777564,0.00127893421441466,0.00127543441362162,0.00104448018800007,0.0012018379965698,0.00263369971617231,0.00294500689451525,0.000946079145913716,0.00107384570798516,0.00116849836433209,0.0026450851342204,0.00117764558702019,0.00134467467068421,0.000953770949496478,0.00114795708611728,0.00129668367631603,0.0012053998200564,0.00107071300671633,0.00109092858318699,0.0010200067071018,0.00136384691733403,0.00150665091775408,0.0014817778302018,0.00145949693571098,0.00145195059332886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00164264829053857,0.00162387405524724,0.00167866966660894,0.00176660667120962,0.00176317974944011,0.0017679798729589,0.00162912906398786,0.00177095919388369,0.00177319277860532,0.0016744795009427,0.00159550665385491,0.00176409600991535,0.00176019441763948,0.00173809005667035,0.0015297424089385,0.00149298995141774,0.00167725942733746,0.00160972121863608,0.00160425072900026,0.00154981922997811,7.5099948414272e-06,5.914775118431e-05,6.38278754523376e-07,2.78500307669525e-07,0.00182849727876559,1.02567211342776e-07,0.00122191015082525,0.00123445490002047,0.00181468088822711,0.00165190974873093,0.00170445964532911,0.00119983738189452,0.000876628103544625,0.0019585601991348,0.00136971172135507,0.00170235519113127,0.000693052877336172,0.000788761161398448,0.000939928726250467,0.000881205788478621,0.00094568683887136,0.0020095845791519,0.00237900029093714,0.00242604460491938,0.00243830856346639,0.00237981714934333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00155128233486902,0.00165798176914231,0.0016321719779844,0.00168016091523742,0.00161789622980321,0.00158679398606648,0.00167919453610367,0.00163407874943788,0.00150745052275175,0.00156271854350572,0.0016311772375604,0.00151294490979911,0.00159335022166487,0.0015408777756728,0.00131211072548405,0.00152200323996334,0.00155387184166944,0.00146134772966505,0.0015468041566129,0.00156069887804585,0.00142203920383477,0.00210220544816303,0.00288541999730785,0.00222371655373828,0.0025693603986808,0.00216360458462878,0.00230972945005368,0.00257226013378308,0.000707573373387829,0.0023282457182239,0.00302322281152338,0.00242358479030785,0.000786468679506228,0.00244362016289429,1.62215660178275e-07,0.000703029689718911,1.83104732316193e-07,0.000809249083939981,0.00222795206739467,0.000789624793180761,0.000819493715968201,0.000874883411523719,0.000939611164205828,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.000874626480244936,0.00132855777362339,0.00132619725478518,0.00114594266427616,0.000875268893225987,0.00127572188100443,0.00128914618011269,0.00125258095176297,0.00126509102581102,0.00106190072707406,0.00125743194768193,0.000879159973428044,0.00113826748339184,0.00121916963286028,0.00105052129216518,0.00126028005266387,0.00107354129860433,0.0010164015883849,0.0012102139825835,0.00119474283139511,0.00109393109773152,0.00115461888500868,0.00128892442224966,0.00122058921247452,0.00126554102289166,0.00113850816175307,0.00123487489505768,0.00126400185020981,0.00103342789211018,0.00118278890940531,0.00125943461119806,0.00114202571472039,0.00109852137930533,0.00116497980396817,0.00263719551465462,0.000940891469502143,0.00264755344633183,0.00147123678243635,0.00122684070429674,0.00120674580504709,0.00128167421600217,0.00148292230573416,0.00145716600249997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00160551686352517,0.00170371917342191,0.00172332121197543,0.001543725813908,0.00159711035844419,0.00173994880993754,0.00167652874843819,0.00170269720854541,0.00178131572776027,0.0015891392695159,0.00170572848560939,0.00148310566585462,0.00164402786970681,0.00169466109305377,0.00164034979755056,0.00176729872107634,0.0016090460267679,0.00161294486957592,0.0016987305358052,0.00168248504501022,0.00154521753704537,1.04159751113831e-05,4.17665812910646e-05,1.17951069024717e-05,2.82323011974945e-05,1.67426817527704e-05,2.42435773112162e-05,8.67604636779079e-07,0.00193808515608639,2.9048756891229e-07,1.13809070478369e-07,1.87620544542566e-07,0.00166646177521703,1.33574239660593e-07,0.00104256568365583,0.00185721870061087,0.00102791139486639,0.00222788892199801,0.000673392427812581,0.00183561021625567,0.0018857973128415,0.00234331301677793,0.00244575673573345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00159478727839403,0.00156376089657627,0.00163323549238715,0.00157301846496264,0.00165452288340411,0.0013707780144276,0.00149221791611637,0.00152300877038409,0.00131674641631356,0.00163148596610238,0.00146766173897753,0.00127834150230639,0.00154163616642045,0.00149822246627894,0.00124382348765505,0.00142585622679821,0.00133405021829413,0.00129757003188716,0.00134909659711726,0.00147709605732882,0.00281026393277281,0.00133017227826056,0.0025226844639667,0.00276062527749882,0.00115510420757029,0.000789498529498846,0.00294094426891904,0.000704745332590252,0.000835687574409923,0.000790633843549162,0.00277864899964163,0.000684895160133369,0.000699340887436064,0.000918211105850261,0.000837672606352998,0.00243481079874772,0.00261735548132162,0.00256091919245393,0.000994770283226431,0.00232594760027454,0.00213845370261744,0.00256573888416263,0.00219195611169114,0.000992744273891602,0.00260513346586104,0.00259259565524435,0.00219176598584987,0.000421768426147769,6.09085781158356e-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
