c1, c2, c3, c4, c5, c6, c7, c8, c9, c10, c11, c12, c13, c14, c15, c16, c17, c18, c19, c20, c21, c22, c23, c24, c25,c26, c27, c28, c29, c30, c31, c32, c33, c34, c35, c36, c37, c38, c39, c40
0.00274837356153316,0.00257315649987332,0.00275013203008884,0.00270328534242818,0.0026227754061048,0.00257829516066232,0.0026275707571708,0.00264085722020338,0.00250134467383598,0.00265227453564317,0.00265423131236306,0.00267964007552587,0.00255404536387206,0.00260011528803013,0.00243263105406916,0.00237026501597545,0.00257352348525131,0.00256335856292047,0.00257045999170939,0.00252314226413327,0.00223325981484373,0.0018266546268516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00252462138179448,0.0025761958645432,0.002698380670292,0.00262653099199911,0.0027501160235524,0.00267609875682361,0.00267026898413745,0.00267759196734987,0.00267899087535126,0.00262148552714969,0.00252424267377332,0.00267020470755814,0.0026684972514496,0.00263401917986634,0.00253327613672654,0.00249725588515859,0.00256148972640155,0.00257591745434386,0.00254277450067558,0.00241329368580168,0.00230839257681454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00252761356675646,0.00273163429677318,0.0027374702125098,0.00248785069725863,0.00256684431987029,0.00267089078440981,0.00266380057395434,0.0026158045948347,0.00268289042777808,0.00243785245141149,0.00260911229466625,0.00250663921520118,0.00248820595368248,0.00256715108393056,0.00258697385249535,0.00261271870238919,0.0024109003763559,0.00237901213517456,0.00248959246625994,0.00247487913551555,0.00250195281241088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00253366559306066,0.00263319089092836,0.00248458737734588,0.00245056803644358,0.00257229328506324,0.00250519194266919,0.00250130191683434,0.00253305193543016,0.00257134249659968,0.00256049898068883,0.00250995040124626,0.00249595875299839,0.00244193403192064,0.00252110419962852,0.00229370636019728,0.00253664475476944,0.00231893706988315,0.00245102094072652,0.00234446180252007,0.0024366241718053,0.00246190540415697,0.001854979777626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00268420658894759,0.00276723067649686,0.00269601306232833,0.0027291353793203,0.00263270422571835,0.00256474409566186,0.00249129666661824,0.00258306053352025,0.00269195344341987,0.00247439931563296,0.00253347182097792,0.00252194351748825,0.00251830348792318,0.00377235694289576,0.00259264204886529,0.00229056206470443,0.0025361308207272,0.00245277624413741,0.0024095415882984,0.00247083554143054,0.0024141137295961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00277814706628314,0.00264964145935722,0.00377480292441746,0.00273929935742428,0.00269111853298983,0.00264480217223009,0.00302692097974006,0.00246606387944362,0.0027086114235582,0.00267433384358388,0.00267476881727905,0.0025340604625746,0.00252320308987213,0.00251804275907971,0.00261620749576873,0.00238172335589769,0.00236726403675918,0.00267098948204349,0.00249820289955717,0.00243879573464164,0.00243789725672795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00261959062879769,0.00262119386204997,0.0025234597927113,0.00266671892560567,0.00259204956992082,0.00258127146499567,0.00269784699762415,0.00264504963440113,0.00263192379733893,0.00353554642706026,0.00247096951714515,0.00257305844346263,0.00261519048008786,0.00244519373280264,0.00257953421697325,0.00243802703027102,0.0025232007858796,0.00251243521153074,0.00241082195765363,0.00223921879916995,0.00244844167442574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00271084292874444,0.00260360181817668,0.00272315913719641,0.00254754076008772,0.00261624187244112,0.00267138014025742,0.00266757508515833,0.00272437477830247,0.00272583268871009,0.00394339491327813,0.00257455326055285,0.00270968130964948,0.00269985404758744,0.00293685723105152,0.00270124075640156,0.00260532537618345,0.00269625436050643,0.00249293195690358,0.00253360502303282,0.00253426792406201,0.00250448831945651,0.00240110411236728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00260546441273546,0.00269138818521908,0.00262871495005876,0.00260747755611298,0.00237355471065673,0.00242841399216699,0.00251954369229898,0.0024704705247,0.00259801931525027,0.00255235107836995,0.00233902323726942,0.00238022051846398,0.00246967708140454,0.00260323799814124,0.00235681459738694,0.00237255708687612,0.00237418977605326,0.00231847877270485,0.00236417551405982,0.00375291771624456,0.0029014574117866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00356451428948958,0.00279643519569977,0.00275666481606574,0.00293796634161439,0.00268681955477242,0.00268585595510964,0.00267964217338632,0.00258614901226361,0.00257739763163051,0.00260079327814409,0.0026428131015789,0.00266861798372339,0.00253917005847408,0.00256597855752375,0.00260571982072142,0.00268423179364821,0.0026473382810524,0.00248870633131142,0.00248429475193512,0.00245166631134868,0.00254808680251947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00268269605377601,0.00265721010221702,0.00267000657420113,0.00259882271340654,0.00246577066557738,0.00242622123013701,0.00264512976044664,0.0025345879547556,0.00257558852565398,0.00240833997746026,0.00247833993517314,0.00245470583564163,0.00240474338825364,0.00245205141451857,0.00233157202671388,0.0023747693966396,0.00244563131782492,0.00243812651305668,0.00258149801031028,0.00248724643634517,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00260731645843057,0.00256637787208899,0.00256296756957142,0.00253681288671168,0.00251412556263994,0.0024947408584282,0.00263581473400004,0.00248080110980577,0.00243499347670171,0.00256926136164575,0.00261138979986523,0.00247027999514489,0.00254790197553463,0.00251647492811446,0.00245280316092609,0.00250109423180725,0.00239479569531207,0.0025835432628032,0.00234199029086108,0.00252627453158691,0.00146307042924759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00271121912952075,0.00259468055134912,0.0026811499241204,0.00267159701915593,0.0026630347606755,0.00265690202259786,0.00348976984740217,0.00264090824085726,0.00257776690191806,0.00252255035463253,0.0025722667497739,0.00262001452472854,0.00264351501947367,0.00258512114769616,0.00260754563629277,0.00257226446490286,0.00266156006663515,0.00236488632411489,0.00250576321826849,0.0024309162136902,0.00250954912090406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
